,Cell,Ensemble_Member,Country,GWL,RCP,FFDI,RH,Temperature,Precipitation,Wind_Speed,Soil_Moisture
19048,"(49, 37)",akunp,Australia,GWL1.5,rcp2.6,32.644252901621826,40.94684386396123,30.83648220721833,0.742530836629785,22.250200506183248,170.43993702049028
19049,"(49, 37)",akunq,Australia,GWL1.5,rcp2.6,33.765442581357014,35.809274278459704,32.873069262115976,0.8163850248243768,22.35863965485588,161.6375474792656
19050,"(49, 37)",aldpa,Australia,GWL1.5,rcp8.5,32.70648197217429,33.59169453734671,35.059265668309784,0.6238993846389287,20.867464685920563,165.4802117491247
19051,"(49, 37)",aldpb,Australia,GWL1.5,rcp8.5,31.051601587065495,37.97851153039832,31.89319684970304,0.8641342507243309,21.170504401290515,180.77410440824818
19052,"(49, 37)",aldpc,Australia,GWL1.5,rcp8.5,32.29108031084198,40.50791309012875,32.83275790275934,1.3907429265398872,19.845191023622334,158.12290404487578
19053,"(49, 37)",aldpe,Australia,GWL1.5,rcp8.5,32.67777508444492,37.67283950617284,34.225504316583745,1.2254485321768769,21.357601472113252,191.43267336663558
19054,"(49, 37)",aldpf,Australia,GWL1.5,rcp8.5,32.785837977877755,34.52619549929676,33.34548177330135,0.6743474941690331,21.79988348687687,175.21655719826828
19055,"(49, 37)",aldph,Australia,GWL1.5,rcp8.5,33.847131820123735,36.61363636363637,32.712084674567066,0.7340685593067785,21.920003353820892,156.93088555090208
19056,"(49, 37)",aldpi,Australia,GWL1.5,rcp8.5,32.92004973037147,38.0541237113402,31.483348305692378,0.596955963466408,21.963471163763852,165.3685680271424
19057,"(49, 37)",aldpj,Australia,GWL1.5,rcp8.5,33.37834493820896,36.55494923857868,34.08073562776982,0.7853194221243166,22.36210687294309,165.71951662634834
19058,"(49, 37)",aldpk,Australia,GWL1.5,rcp8.5,34.17874241753747,34.30478971962617,34.172749025576586,0.6292616853756736,22.34453462641485,144.3105926798883
19059,"(49, 37)",aldpl,Australia,GWL1.5,rcp8.5,34.12945892538597,34.19306184012066,32.976671420251265,0.6922596498670328,21.957843702594527,146.3040005092707
19060,"(49, 37)",aldpm,Australia,GWL1.5,rcp8.5,33.544691871977726,40.4535472972973,29.869787690446184,0.9415957760005472,22.174936631004435,155.39255585541596
19061,"(49, 37)",aldpn,Australia,GWL1.5,rcp8.5,31.95761373683151,38.504778051787916,31.820275460747695,0.8690546505896479,20.92866487808049,166.86668619892012
19062,"(49, 37)",aldpo,Australia,GWL1.5,rcp8.5,31.698084346948907,36.86811926605505,31.820720742601868,1.061727052043516,21.729340527074275,195.8590757597477
19063,"(49, 37)",aldpp,Australia,GWL1.5,rcp8.5,33.74848824807954,37.621109958506224,33.48992419737503,0.9941220830472365,18.832020316512484,147.64576360298884
19064,"(49, 37)",aldpq,Australia,GWL1.5,rcp8.5,32.72186070126527,39.34058505408063,33.05428309145227,1.1056155272887371,17.791139193467284,141.9857484410529
19065,"(49, 37)",aldqa,Australia,GWL1.5,rcp8.5,33.95890904020345,34.88441422594142,33.85464087490257,0.8137178491264005,22.09315429585051,164.588854865549
19066,"(49, 37)",aldqb,Australia,GWL1.5,rcp8.5,32.90578932220457,35.54213483146067,32.62839891975611,0.3590380733587603,21.842840097630127,183.70466968909886
19067,"(49, 37)",aldqc,Australia,GWL1.5,rcp8.5,33.15715099572723,39.85769230769231,31.234258624485562,0.9845601777502742,17.313691101193484,142.4102528331044
